categoria,email
Trade Name,"From. Xia. Eric <eric.xia@evonik.com> 
Sent. Wednesday. August 21. 2019 8.52 AM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Subject. [EXTERNAL] Name change of EVONIK TEGO Care CG 90 to TEGO Care CG 90 MB

Dear Mr./Ms. From J&J RMC.

This is Eric Xia from Evonik. account manager for J&J in Asia.
I’m glad to inform you with the running RSPO project. our Tego Care CG 90 will be changed into Tego Care CG 90 MB.
With this change of trade name. our product will be more sustainable reflecting our contribute to the environment.

Meanwhile. all the chemical properties. quality. process and performance will be stay the same.
You can find more information in the attached letter.

Thanks!
Best regards.
Eric Xia (夏牧寒)
Account Manager
BL Care Solutions. Nutrition & Care
Cell +86 183 2135 3602
Phone +86 21 6119 3731
Fax +86 21 6119 1051
E-Mail. Eric.xia@evonik.com
Evonik Specialty Chemicals (Shanghai) Co. Ltd.
55 Chundong Road.
Xinzhuang Industry Park.
Shanghai 201108.
China
www.evonik.com
"
Trade Name,"From. Khalid Abdullah <kabdullah@zochem.com> 
Sent. Tuesday. August 13. 2019 10.19 AM
To. Aldred. Andra [CONUS] <aaldred1@its.jnj.com>
Cc. Mona Ghanam <mghanam@zochem.com>
Subject. [EXTERNAL] RE. NDC Information Request for Zinc Oxide Material

You are welcome. Andra.

We no longer use the “Zoco” trade name and have not replaced it with anything and do not intend to. Since the grade differentiation is due to the “surface area” of zinc oxide and since surface area is not a USP monograph characteristic. the registration is for zinc oxide only which covers both the Grade 112 USP and Grade 102 USP . 

So these NDCs would be applicable to all our USP grades of zinc oxide you get including the ZOCO Zinc Oxide Grade 112 USP and Zoco Zinc Oxide 102 USP. 

Also note that when the trade name existed. there was no differentiation between “Zoco” and “ZOCO”. 

Regards.
Khalid
"
Trade Name,"From. Mu. Anne <anne.mu@evonik.com> 
Sent. Friday. October 25. 2019 1.50 AM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Cc. McClure. Kara <kara.mcclure@evonik.com>. Spohrer. Maria <maria.spohrer@evonik.com>
Subject. [EXTERNAL] re. Product name change for RSPO status indication

Dear colleagues at Raw Material Center.
We would like to inform you that in our constant efforts for improving our products and documentation. we will supply TEGO Alkanol S 21 (INCI. Steareth 21). and TEGO SML 20 (INCI. Polysorbate). in RSPO mass balance (MB) quality. In this process. we will change the product name by adding the suffix “MB” to the trade name to make clear that it is certified accordingly.
For more details. please find in the enclosed Memo.
Please feel free to come to us for further questions and discussions.
Thank you!

Best regards. 
Anne. Yun MU 
Applied Technology Manager 
Nutrition & Care - Care Solutions 
Phone. +1-804-727-0682 
Fax. +1-804-727-0853 
Mobile. +1-804-317-4466 
E-mail. anne.mu@evonik.com 

Evonik Corporation 
Richmond Business & Innovation Center 
7801 White Pine Road
Richmond. VA23237 USA 
"
Trade Name,"From. Hwang. Haedoori [CONKRSE] <HHwang22@its.jnj.com> 
Sent. Wednesday. August 21. 2019 9.44 AM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Cc. Lee. Jeonghee (Joy) [CONKRSE] <LJeongHe@its.jnj.com>. Dubey. Priti [CONIN] <PDUBEY7@ITS.JNJ.com>
Subject. RM#5000540 / PROCETYL AWS-LQ-(SG) Grade change

Dear RMC Team.

I received information about grade & trade name change for RM#5000540 PROCETYL AWS-LQ-(SG) by Croda.
So we need to update spec RM-5000540-AP. Could you please update the spec with the information that will change?

If you have any needed. please let me know.

 
 


Thank you.



Regards.
Haedoori. Hwang
Quality & Compliance Inspector
Johnson & Johnson Consumer Korea
Tel . +82-43-279-5680
Mobile. +82-10-2223-6693
"
Trade Name,"From. 하나무역 최유영 (Hana Trading. Yuyoung Choi) <hanayuyoung@naver.com> 
Sent. Thursday. July 11. 2019 2.51 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Cc. Bae. Dong Jin (Dennis) [CONKRSE] <dbae1@ITS.JNJ.COM>. Jang. Sang Jin (SJ) [CONKRSE] <sjang9@ITS.JNJ.com>. 나 <hanayuyoung@naver.com>. 하나무역 <hanatrading@daum.net>
Subject. [EXTERNAL] -HANA TRADING- Change Notification (Olivem 1000 (5007466))
 
Dear  Johnson & Johnson
 
Hello. This is Yuyoung Choi from Hana Trading Company in Korea.
 
We would like to inform you about a change in trade name for Olivem 1000 as below.
 
Olivem 1000 (J&J Code . 5007466)  ->  Olivem 1000 MB
 
The use of the acronym MB in the trade name is just for the compliance with the RSPO
standard requirements. in terms of traceability of the Mass Balance products.
 
So This name change is not connected to changes in the quality of the products.
 
Thank you in advance for your understanding
 
Best regards.
Yuyoung Choi
 
 
 
 
 
----------------------------------------------
HANA TRADING CO.. LTD.

#509. Samho Park Tower 
303. Hyo Won ro . Paldal-Ku
Suwon-Si. Kyunggi-Do. 16488. Korea
T. +82 (0)31 216 5700 F. +82 (0)31 216 5733
----------------------------------------------
"
Trade Name,"From. Change Information System Merck <customer.notification@emdmillipore.com> 
Sent. Thursday. September 13. 2018 6.24 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>
Subject. [EXTERNAL] Merck change information CN-88232455

 
________________________________________

JNJ Consumer 

JNJ Consumer
199 Grandview Rd
Skillman. NJ
USA 

RMCquality@its.jnj.com 

Subject. Change Notification CN-88232455 


Dear Customer. 

You are receiving this mail because our records indicate you have a commitment for change notification in place with our company on product(s) affected by this communication. 

We recommend a copy of this notification be forwarded immediately to the personnel in your organization affected by the change. Please refer to the attached document(s) for a copy of the notification. 

Please acknowledge the receipt of this information by clicking this link 
A new web browser window will be opened. verifying your confirmation. 

If you would like more information about this notification. please refer to the contact information provided in the attached communication. Thank you for your loyal business. 

Sincerely. 

Merck KGaA. Darmstadt. Germany* 

* The life science business of Merck KGaA. Darmstadt. Germany operates as MilliporeSigma in the U.S. and Canada 
This mail has been generated automatically. It has been sent out centrally by the life science sector on behalf of your local contract partner.


Appendix 1. Affected Products 

The table below shows the products affected by the notification for which a commitment has been established. 
Catalog Number Product Description
100590 Glycine cryst. suitable for use as excipient EMPROVE® exp Ph.Eur..BP.JP.USP
"
Trade Name,"From. Change Information System Merck <customer.notification@emdmillipore.com> 
Sent. Tuesday. August 21. 2018 4.37 PM
To. Hinrichsen. Annelise [CONZA] <AHinrich@its.jnj.com>
Subject. [EXTERNAL] Merck change information CN-82325946

 
________________________________________

Johnson & Johnson Consumer Europe 

Gubelstrasse 34.
CH-6300 Zug.
Switzerland 

ahinrich@its.jnj.com 

Subject. Change Notification CN-82325946 


Dear Customer. 

You are receiving this mail because our records indicate you have a commitment for change notification in place with our company on product(s) affected by this communication. 

We recommend a copy of this notification be forwarded immediately to the personnel in your organization affected by the change. Please refer to the attached document(s) for a copy of the notification. 

Please acknowledge the receipt of this information by clicking this link 
A new web browser window will be opened. verifying your confirmation. 

If you would like more information about this notification. please refer to the contact information provided in the attached communication. Thank you for your loyal business. 

Sincerely. 

Merck KGaA. Darmstadt. Germany* 

* The life science business of Merck KGaA. Darmstadt. Germany operates as MilliporeSigma in the U.S. and Canada 
This mail has been generated automatically. It has been sent out centrally by the life science sector on behalf of your local contract partner.


Appendix 1. Affected Products 

The table below shows the products affected by the notification for which a commitment has been established. 
Catalog Number Product Description
108372 Triethanolamine (Trolamine) suitable for use as excipient EMPROVE® exp Ph Eur

"
Trade Name,"From. Smith. Dana <dana.smith@solvay.com> 
Sent. Saturday. June 15. 2019 12.29 AM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>
Subject. [EXTERNAL] Solvay - Mackam CBS Trade Name Change

Solvay is converting several of their products to RSPO Mass Balance. Attached please find the notification letter with details on the trade name change for RM-011637 and RM-07138.

Mirataine CBS trade name is changing to Mirataine CBS MB. The materials are chemically equivalent. There have been no changes to the specification or manufacturing process for the material. Attached please find the new technical data sheet. SDS. COAs for the product with the former and current trade name have been provided.

Solvay will be depleting current non MB grades and is unable to provide a firm date on the exact switch.  We will do our best not to have mixed shipments of  non MB and MB grades but seek your understanding that this cannot be avoided.    

Best regards.
Dana


-- 
Dana Smith
Global Key Account Manager
Solvay Novecare
Cell. 609-955-8771
"
Trade Name,"From. Green Lim <green.lim@dksh.com> 
Sent. Monday. January 28. 2019 9.46 AM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>
Cc. Dongjoon Lee <dongjoon.lee@dksh.com>. Sunah Lee <sunah.lee@dksh.com>. Bae. Dong Jin (Dennis) [CONKRSE] <dbae1@its.jnj.com>. Kang. Kyoung Keun [CONKRSE] <kkang10@its.jnj.com>. Lee. Chao Lin [JJISG] <clee140@its.jnj.com>
Subject. [EXTERNAL] Change in material information (Jungbunzlauer)

Dear whom it may concern.

Please see the attached letter from Jungbunzlauer.
There has been a change on the trade name as below.

J&J CODE Previous trade name Changed trade name
5008322 TrisodiumCitrateFineF6000(Jungbunzlauer) Trisodium Citrate Dihydrate TSC F6000
5000249 CitricAcidAnhydrousmediumN1560(Jungbunzl Citric Acid Anhydrous CAA N1560

Thank you.
Best regards.
Green Lim
____________________________________________________________

DKSH

Green Lim
Administrator. Sales & Marketing Support
Performance Materials / Personal Care Industry

DKSH Korea Ltd.
4-7 Floor Sunghwan Bldg. 156. Dogok-ro. Gangnam-gu. Seoul. Korea 06261
Phone +82 2 2192 9787. Fax +82 2 2192 9598
green.lim@dksh.com. www.dksh.com

Think Asia. Think DKSH.
"
Trade Name,"From. Meghan Rushing <meghan.rushing@basf.com> 
Sent. Tuesday. January 8. 2019 10.02 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>. Meuse. Derek [VISUS] <DMeuse@its.jnj.com>
Cc. Samantha H Leible <samantha.hetherington@basf.com>. Agnieszka Bogdzio <agnieszka.bogdzio@basf.com>. Guido Baumoeller <guido.baumoeller@basf.com>. Livio Graziano Budroni <livio.budroni@basf.com>. Glasiela Lemos Anconi Passos <glasiela.passos@basf.com>. Evelin Aparecida Volpato dos Reis Campofiorito <evelin.reis@basf.com>. ALINE JULIANA FRANCO <aline.franco@basf.com>. Chris Tan <xueyuchris.tan@basf.com>
Subject. [EXTERNAL] Change in Name - Generol 122 N PRL

Hello.

Please see attached communication for Generol 122 N PRL.  As stated. all aspects of the product are the same.  Only the name will be updated. 

I have equally added here for reference the composition sheet. QRPI. and Spec Sheet which contain the new trade name.

Should you have any questions. please reach out directly to me.

Thanks.

Meghan

Dr. Meghan Rushing
Global Technical Key Account Manager

Phone. +1 914 785-3817. Mobile. +1-845-743-3837. Email. meghan.rushing@basf.com
Postal Address. BASF Corporation . . 500 White Plains Road. 10591 Tarrytown. United States
 
BASF Corporation
"
Trade Name,"From. Hartung. Christian <christian.hartung@evonik.com> 
Sent. Saturday. November 17. 2018 7.23 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>
Cc. McClure. Kara <kara.mcclure@evonik.com>. Spohrer. Maria <maria.spohrer@evonik.com>. Mu. Anne <anne.mu@evonik.com>. Dauwe. Bénédicte <benedicte.dauwe@evonik.com>
Subject. [EXTERNAL] Change of product names to MB grades - TEGIN Pellets MB. TEGO Care CG 90 MB. TEGO Cosmo P 813 MB

Dear valued customer.

Please be informed that in our efforts to offer RSPO Mass Balanced (MB) certified products. we will change the following trade names by adding the suffix “MB” to the product name. 

Effective date. Feb. 1st. 2019.

Please be ensured that these are administrational changes only. There is no physical change. neither product quality. process. production site nor raw material specifications will be exchanged.

The following 3 products will be affected at J&J.
• TEGIN® Pellets MB                  RMQ0010381    
• TEGO® Care CG 90 MB             RMQ0007740
• TEGO® Cosmo P 813 MB           RM-012679

Memos regarding this change are attached for the single products.

May we please ask you to update your documentation accordingly.

In case of any question. please do not hesitate to contact us.

Best regards.
Christian


Dr. Christian Hartung
Head of R&D Care Ingredients
Personal Care
Phone +49 201 173-2732
Fax +49 201 173-712732
christian.hartung@evonik.com

Evonik Nutrition & Care GmbH
Goldschmidtstraße 100
45127 Essen
Germany
"
Trade Name,"From. Penistone. Angelina <Angelina.Penistone@croda.com> 
Sent. Monday. November 26. 2018 9.20 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>
Cc. Global RMQ Team <RA-JNJIN-GlobalRMQT@ITS.JNJ.com>. Raw Material Center Quality <RA-CONUS-RawMatCente@its.jnj.com>. RMCGovernance <RMCGovernance@its.jnj.com>
Subject. [EXTERNAL] IMPORTANT COMMUNICATION NATRAGEM S140 NP CHANGE TO SUSTAINABLE PALM GRADE J&J RM-013162

Dear All 
Please find enclosed a statement relating to the move to the sustainable palm version of the above material.
Please do not hesitate to contact me should you require further information.
Thank you 



Kind Regards 
Angelina Penistone 
Customer Relationship Coordinator

Tel. (044) 01405 864644
Fax. (044) 01405 863380
angelina.penistone@croda.com
"
Trade Name,"From. Tippayakraisorn. Arsarin [CONTH] <atippaya@its.jnj.com> 
Sent. Tuesday. July 30. 2019 12.39 PM
To. Raw Material Center Quality <RA-CONUS-RawMatCente@ITS.JNJ.com>. DL-Chem Lab Thailand <DL-JNJTHBA-ChemLabThailand@ITS.JNJ.com>. Chantra. Jiraporn [CONTH] <jchantra@ITS.JNJ.com>
Subject. Inform change tradename of Xiameter PMX-200 Silicone Fluid 50cs (Summit Chemical)

Dear All.
Be informed. the tradename of below material was changed as attached document. 
Supplier have provided CoA of previous name and new name. the official letter. 

Any concern. please raise it up. The New name/code will be delivered to us by next year (2021). 

Existing code Existing Description New code New Description
5000127 Xiameter PMX-200 Fluid 50cs (DC) 5009966 Xiameter PMX-200 Silicone Fluid 50cs


Best Regards.
Arsarin Tippayakraisorn (Ploy)
Tel. (+66)2725-3000 #2843. Mobile. (+66)85-556-8393
"
Trade Name,"De. Glasiela Lemos Anconi Passos 
Enviada em. quarta-feira. 19 de dezembro de 2018 15.20
Para. 'RawMatCente@ITS.JNJ.com' <RawMatCente@ITS.JNJ.com>. 'BusinessSupportLA@its.jnj.com' <BusinessSupportLA@its.jnj.com>
Cc. ALINE JULIANA FRANCO <aline.franco@basf.com>. Evelin Aparecida Volpato dos Reis Campofiorito <evelin.reis@basf.com>
Assunto. Please find attached a new EMC-Internal - product circular n° 1989 - Product name change – D-PANTHENOL USP (PRD 30035141)

Dear all.

Please find attached a new EMC-Internal - product circular n° 1987 - Product name change – D-PANTHENOL USP (PRD 30035141)
We have changed the trade name of our product “D-Panthenol USP” (PRD 30035141) to “D-Panthenol Care” and a new sales article has been implemented.

Thank you.
Any question don’t hesitate to contact me.

Atenciosamente/ Saludos Cordiales/ Best Regards/ Mit freundlichen Grüßen
Glasiela Lemos Anconi Passos
Technical Services Repres. - Personal Care

Phone. +55 12 3955-1685. Mobile. +55 12 99755-4470. Email. glasiela.passos@basf.com
Postal Address. BASF S.A. . . Rodovia Presidente Dutra. km 161. 12335-010 Jacarei. Brazil
 
"
Trade Name,"From. Justyna Marciniak <justyna.marciniak@clariant.com> 
Sent. Wednesday. January 30. 2019 9.20 AM
To. Iacob. Elena-iuliana [JNJCH] <EIacob@its.jnj.com>
Subject. [EXTERNAL] Re-branding / New trade name

Dear Iulia.
Enclosed pls find the communication on a change of the names for some of our materials.
For you the change will be applicable for Chlorphenesin. The change is only in the name of the material.

Greetings.
Justyna
"
